Vendor,Brand,DS#,UPC,Product Name,Vendor Item#,Wholesale Cost,Drop Ship Cost,MSRP,Case Qty,# Images,Has Compliance Docs,Supplier ID,Source File,File Path
First 4 Figures,FiGGYZ,5531138,5061062270652,FiGGYZ - Suikoden 2 - Hero 2,FSUIRI01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531138.json
First 4 Figures,FiGGYZ,5531139,5061062270669,FiGGYZ - Suikoden 2 - Jowy,FSUIJA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531139.json
First 4 Figures,FiGGYZ,5531140,5061062270676,FiGGYZ - Shin Megami Tensei V Vengeance - Nahobino,FSMVNA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531140.json
First 4 Figures,FiGGYZ,5531141,5061062270683,FiGGYZ - Shin Megami Tensei V Vengeance - Nahobino (New Form),FSMVNT01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531141.json
First 4 Figures,FiGGYZ,5531142,5061062270690,FiGGYZ - Shin Megami Tensei V Vengeance - Aogami,FSMVAO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531142.json
First 4 Figures,FiGGYZ,5531143,5061062270706,FiGGYZ - Shin Megami Tensei V Vengeance - Yoko Hiromine,FSMVYO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531143.json
First 4 Figures,FiGGYZ,5531144,5061062270713,FiGGYZ - Shin Megami Tensei V Vengeance - Jack Frost,FSMVJF01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531144.json
First 4 Figures,FiGGYZ,5531145,5061062270720,FiGGYZ - Conker's Bad Fur Day - Conker,FCONCO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531145.json
First 4 Figures,FiGGYZ,5531146,5061062270737,FiGGYZ - Conker's Bad Fur Day - Berry,FCONBE01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531146.json
First 4 Figures,FiGGYZ,5531147,5061062270744,FiGGYZ - Conker's Bad Fur Day - Panther King,FCONPK01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531147.json
First 4 Figures,FiGGYZ,5531148,5061062270751,FiGGYZ - Skies of Arcadia - Vyse,FSOAVY01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531148.json
First 4 Figures,FiGGYZ,5531149,5061062270768,FiGGYZ - Skies of Arcadia - Aika,FSOAAI01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531149.json
First 4 Figures,FiGGYZ,5531150,5061062270775,FiGGYZ - Skies of Arcadia - Fina,FSOAFI01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531150.json
First 4 Figures,FiGGYZ,5531151,5061062270782,FiGGYZ - Sea of Thieves - Kraken,FSOTKR01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531151.json
First 4 Figures,FiGGYZ,5531152,5061062270799,FiGGYZ - Sea of Thieves - The Hungering One,FSOTHO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531152.json
First 4 Figures,FiGGYZ,5531153,5061062270805,FiGGYZ - Sea of Thieves - The Pirate Lord,FSOTPL01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531153.json
First 4 Figures,FiGGYZ,5531154,5061062270812,FiGGYZ - Yu-Gi-Oh! - Seto Kaiba,FYGOSK01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531154.json
First 4 Figures,FiGGYZ,5531155,5061062270829,FiGGYZ - Yu-Gi-Oh! - Blue-Eyes Ultimate Dragon,FYGOBU01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531155.json
First 4 Figures,FiGGYZ,5531156,5061062270836,FiGGYZ - Yu-Gi-Oh! - Blue-Eyes White Dragon,FYGOBW01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531156.json
First 4 Figures,FiGGYZ,5531157,5061062270843,FiGGYZ - Yu-Gi-Oh! - Saggi the Dark Clown,FYGOSC01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531157.json
First 4 Figures,FiGGYZ,5531158,5061062270850,FiGGYZ - Metal Gear Solid 2 - Solid Snake (Hero Pose),FMG2SS01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531158.json
First 4 Figures,FiGGYZ,5531159,5061062270867,FiGGYZ - Metal Gear Solid 2 - Raiden,FMG2RA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531159.json
First 4 Figures,FiGGYZ,5531160,5061062270874,FiGGYZ - Metal Gear Solid 2 - Solidus Snake,FMG2SO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531160.json
First 4 Figures,FiGGYZ,5531161,5061062270881,FiGGYZ - Metal Gear Solid 2 - Revolver Ocelot,FMG2RO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531161.json
First 4 Figures,FiGGYZ,5531162,5061062270898,FiGGYZ - Persona 3 Reload - Protagonist,FP3RPR01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531162.json
First 4 Figures,FiGGYZ,5531163,5061062270904,FiGGYZ - Persona 3 Reload - Yukari Takeba,FP3RYT01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531163.json
First 4 Figures,FiGGYZ,5531164,5061062270911,FiGGYZ - Persona 3 Reload - Junpei Iori,FP3RJI01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531164.json
First 4 Figures,FiGGYZ,5531165,5061062270928,FiGGYZ - Sonic the Hedgehog (Modern) - Sonic,FSNMSO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531165.json
First 4 Figures,FiGGYZ,5531166,5061062270935,FiGGYZ - Sonic the Hedgehog (Modern) - Tails,FSNMTA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531166.json
First 4 Figures,FiGGYZ,5531167,5061062270942,FiGGYZ - Sonic the Hedgehog (Modern) - Shadow,FSNMSH01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531167.json
First 4 Figures,FiGGYZ,5531168,5061062270959,FiGGYZ - Sonic the Hedgehog (Modern) - Silver,FSNMSI01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531168.json
First 4 Figures,FiGGYZ,5531169,5061062270966,FiGGYZ - Metal Gear Solid 3 - Naked Snake,FMG3NS01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531169.json
First 4 Figures,FiGGYZ,5531170,5061062270973,FiGGYZ - Metal Gear Solid 3 - Big Boss (Grave Salute),FMG3BR01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531170.json
First 4 Figures,FiGGYZ,5531171,5061062270980,FiGGYZ - Metal Gear Solid 3 - The Boss,FMG3TB01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531171.json
First 4 Figures,FiGGYZ,5531172,5061062270997,FiGGYZ - Metal Gear Solid 3 - Young Ocelot,FMG3YO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531172.json
First 4 Figures,FiGGYZ,5531173,5061062271000,FiGGYZ - Castlevania Symphony of the Night - Alucard,FCASAL01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531173.json
First 4 Figures,FiGGYZ,5531174,5061062271017,FiGGYZ - Castlevania Symphony of the Night - Dracula,FCASDR01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531174.json
First 4 Figures,FiGGYZ,5531175,5061062271024,FiGGYZ - Castlevania Symphony of the Night - Richter,FCASRI01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531175.json
First 4 Figures,FiGGYZ,5531176,5061062271031,FiGGYZ - Mega Man - Mega Man,FMEGMM01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531176.json
First 4 Figures,FiGGYZ,5531177,5061062271048,FiGGYZ - Mega Man - Proto Man,FMEGPM01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531177.json
First 4 Figures,FiGGYZ,5531178,5061062271055,FiGGYZ - Mega Man - Bass,FMEGBA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531178.json
First 4 Figures,FiGGYZ,5531179,5061062271062,FiGGYZ - Yu-Gi-Oh! - Joey Wheeler,FYGOJW01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531179.json
First 4 Figures,FiGGYZ,5531180,5061062271079,FiGGYZ - Yu-Gi-Oh! - Red-Eyes B. Dragon,FYGORB01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531180.json
First 4 Figures,FiGGYZ,5531181,5061062271086,FiGGYZ - Yu-Gi-Oh! - Jinzo,FYGOJI01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531181.json
First 4 Figures,FiGGYZ,5531182,5061062271093,FiGGYZ - Yu-Gi-Oh! - Time Wizard,FYGOTW01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531182.json
First 4 Figures,FiGGYZ,5531183,5061062271109,FiGGYZ - Yu-Gi-Oh! - Yami Marik,FYGOYA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531183.json
First 4 Figures,FiGGYZ,5531184,5061062271116,FiGGYZ - Yu-Gi-Oh! - Obelisk the Tormentor,FYGOOB01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531184.json
First 4 Figures,FiGGYZ,5531185,5061062271123,FiGGYZ - Yu-Gi-Oh! - Slifer the Sky Dragon,FYGOSL01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531185.json
First 4 Figures,FiGGYZ,5531186,5061062271130,FiGGYZ - Yu-Gi-Oh! - The Winged Dragon of Ra,FYGOWD01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531186.json
First 4 Figures,FiGGYZ,5531187,5061062271147,FiGGYZ - Frieren: Beyond Journey's End - Freiren (Battle Pose),FFRIFR03,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531187.json
First 4 Figures,FiGGYZ,5531188,5061062271154,FiGGYZ - Frieren: Beyond Journey's End - Fern (Battle Pose),FFRIFE02,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531188.json
First 4 Figures,FiGGYZ,5531189,5061062271161,FiGGYZ - Frieren: Beyond Journey's End - Stark (Battle Pose),FFRIST02,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531189.json
First 4 Figures,FiGGYZ,5531190,5061062271178,FiGGYZ - Frieren: Beyond Journey's End - Sein (Battle pose),FFRISE01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531190.json
First 4 Figures,FiGGYZ,5531191,5061062271185,FiGGYZ - Sonic the Hedgehog (Modern) - Super Sonic,FSNMSS01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531191.json
First 4 Figures,FiGGYZ,5531192,5061062271192,FiGGYZ - Sonic the Hedgehog (Modern) - Knuckles,FSNMKN01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531192.json
First 4 Figures,FiGGYZ,5531193,5061062271208,FiGGYZ - Sonic the Hedgehog (Modern) - Metal Sonic,FSNMMS01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531193.json
First 4 Figures,FiGGYZ,5531194,5061062271215,FiGGYZ - Sonic the Hedgehog (Modern) - Dr. Eggman,FSNMDE01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531194.json
First 4 Figures,FiGGYZ,5531195,5061062271222,FiGGYZ - Golden Axe - Ax Battler,FGAXLAB01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531195.json
First 4 Figures,FiGGYZ,5531196,5061062271239,FiGGYZ - Golden Axe - Tyris Flare,FGAXTF01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531196.json
First 4 Figures,FiGGYZ,5531197,5061062271246,FiGGYZ - Golden Axe - Gilius Thunderhead,FGAXGT01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531197.json
First 4 Figures,FiGGYZ,5531198,5061062271253,FiGGYZ - Golden Axe - Death Adder,FGAXA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531198.json
First 4 Figures,FiGGYZ,5531203,5061062271307,FiGGYZ - Streets of Rage - Axel Stone,FSORAS01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531203.json
First 4 Figures,FiGGYZ,5531204,5061062271314,FiGGYZ - Streets of Rage - Blaze Fielding,FSORBF01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531204.json
First 4 Figures,FiGGYZ,5531205,5061062271321,FiGGYZ - Streets of Rage - Adam Hunter,FSORAH01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531205.json
First 4 Figures,FiGGYZ,5531206,5061062271338,FiGGYZ - Streets of Rage - Mr. X,FSORMX01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531206.json
First 4 Figures,FiGGYZ,5531207,5061062271345,FiGGYZ - Cowboy Bebop - Vicious,FCBBVI01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531207.json
First 4 Figures,FiGGYZ,5531208,5061062271352,FiGGYZ - Cowboy Bebop - Julia,FCBBJU01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531208.json
First 4 Figures,FiGGYZ,5531209,5061062271369,FiGGYZ - Cowboy Bebop - Gren,FCBBGR01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531209.json
First 4 Figures,FiGGYZ,5531210,5061062271376,FiGGYZ - Cowboy Bebop - Andy,FCBBAN01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531210.json
First 4 Figures,FiGGYZ,5531211,5061062271383,FiGGYZ - Catherine  - Vincent Brooks,FCATVI01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531211.json
First 4 Figures,FiGGYZ,5531212,5061062271390,FiGGYZ - Catherine  - Rin,FCATRI01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531212.json
First 4 Figures,FiGGYZ,5531213,5061062271406,FiGGYZ - Catherine  - Katherine Mcbride,FCATKA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531213.json
First 4 Figures,FiGGYZ,5531214,5061062271413,FiGGYZ - Catherine  - Catherine,FCATCA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531214.json
First 4 Figures,FiGGYZ,5531215,5061062271420,FiGGYZ - Persona 3 Reload - Akihiko Sanada,FP3RAS01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531215.json
First 4 Figures,FiGGYZ,5531216,5061062271437,FiGGYZ - Persona 3 Reload - Mitsuru Kirijo,FP3RMK01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531216.json
First 4 Figures,FiGGYZ,5531217,5061062271444,FiGGYZ - Persona 3 Reload - Fuuka Yamagishi,FP3RFY01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531217.json
First 4 Figures,FiGGYZ,5531218,5061062271451,FiGGYZ - Persona 5 - Skull,FPE5SK01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531218.json
First 4 Figures,FiGGYZ,5531219,5061062271468,FiGGYZ - Persona 5 - Queen,FPE5QU01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531219.json
First 4 Figures,FiGGYZ,5531220,5061062271475,FiGGYZ - Persona 5 - Fox,FPE5FO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531220.json
First 4 Figures,FiGGYZ,5531225,5061062271529,FiGGYZ - Banjo-Kazooie - Mumbo Jumbo,FBJKMJ01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531225.json
First 4 Figures,FiGGYZ,5531226,5061062271536,FiGGYZ - Banjo-Kazooie - Jinjos,FBJKJS01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531226.json
First 4 Figures,FiGGYZ,5531227,5061062271543,FiGGYZ - Banjo-Kazooie - Bottles,FBJKBO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531227.json
First 4 Figures,First 4 Figures,5531016,5060316626511,Animal Crossing: New Horizons – Isabelle,ACRISST,24.5,52.49,69.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531016.json
First 4 Figures,First 4 Figures,5531017,5060316626542,Animal Crossing: New Horizons – K.K. Slider,ACRKKST,24.5,52.49,69.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531017.json
First 4 Figures,First 4 Figures,5531018,5060316626573,Animal Crossing: New Horizons – Tom Nook,ACRTNST,24.5,52.49,69.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531018.json
First 4 Figures,First 4 Figures,5531019,5060316621004,Crash Bandicoot (Standard Edition),CRASHBT,28,59.99,79.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531019.json
First 4 Figures,First 4 Figures,5531020,5060316623473,Dark Souls: Sif the Great Grey Wolf SD (Standard Edition),DSSIFST,29.75,63.74,84.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531020.json
First 4 Figures,First 4 Figures,5531021,5060316627532,Darkstalkers – Morrigan Aensland,DKMOVST,35,74.99,99.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531021.json
First 4 Figures,First 4 Figures,5531022,5060316627549,Darkstalkers – Morrigan Aensland (Player 2 Variant),DKM2VST,35,74.99,99.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531022.json
First 4 Figures,First 4 Figures,5531023,5060316627235,Kirby and the Goal Door (Collector's Edition),KKGDCE,35,74.99,99.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531023.json
First 4 Figures,First 4 Figures,5531024,5060316623282,Kirby and the Goal Door (Standard Edition),KKGDST,28,59.99,79.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531024.json
First 4 Figures,First 4 Figures,5531025,5060316622421,Luigi's Mansion 3 - Luigi Standard Edition,LM03ST,29.75,63.74,84.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531025.json
First 4 Figures,First 4 Figures,5531026,5060316622438,Luigi's Mansion 3 (Collector's Edition),LM03CO,38.5,82.49,109.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531026.json
First 4 Figures,First 4 Figures,5531027,5060316624746,Mario Kart - Mario (Collector's Edition),MKARTCO,56,119.99,159.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531027.json
First 4 Figures,First 4 Figures,5531028,5060316624739,Mario Kart - Mario (Standard Edition),MKARTST,45.5,97.49,129.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531028.json
First 4 Figures,First 4 Figures,5531029,5060316622063,Metal Gear Solid: Solid Snake SD (Standard Edition),MGSSSSDST,29.75,63.74,84.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531029.json
First 4 Figures,First 4 Figures,5531030,5060316626801,Metroid Prime™ - Samus Gravity Suit PVC,MSGSST,45.5,97.49,129.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531030.json
First 4 Figures,First 4 Figures,5531031,5060316626818,Metroid Prime™ - Samus Gravity Suit PVC (Collector's Edition),MSGSCO,52.5,112.49,149.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531031.json
First 4 Figures,First 4 Figures,5531032,5060316626832,Metroid Prime™ - Samus Phazon Suit PVC,MSPSST,45.5,97.49,129.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531032.json
First 4 Figures,First 4 Figures,5531033,5060316626849,Metroid Prime™ - Samus Phazon Suit PVC (Collector's Edition),MSPSCO,52.5,112.49,149.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531033.json
First 4 Figures,First 4 Figures,5531034,5060316626634,Metroid Prime™ - Samus Varia Suit PVC,MSVSST,45.5,97.49,129.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531034.json
First 4 Figures,First 4 Figures,5531035,5060316626641,Metroid Prime™ - Samus Varia Suit PVC (Collector's Edition),MSVSCO,52.5,112.49,149.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531035.json
First 4 Figures,First 4 Figures,5531036,5060316623169,Okami: Oki Wolf Form (Standard Edition),OKAOWST,35,74.99,99.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531036.json
First 4 Figures,First 4 Figures,5531037,5060316623848,Okami: Shiranui PVC (Celestial Howl) - Standard Edition,OKASHHST,36.75,78.74,104.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531037.json
First 4 Figures,First 4 Figures,5531038,5060316623824,Okami: Shiranui PVC (Normal Pose) - Standard Edition,OKASHNST,36.75,78.74,104.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531038.json
First 4 Figures,First 4 Figures,5531039,5060316624883,Ōkamiden - Chibiterasu PVC (Standard Edition),OKACHST,36.75,78.74,104.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531039.json
First 4 Figures,First 4 Figures,5531040,5060316624692,Persona 5 - Joker PVC,P5JKST,35,74.99,99.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531040.json
First 4 Figures,First 4 Figures,5531041,5060316624708,Persona 5 - Joker PVC (Collector's Edition),P5JKCO,38.5,82.49,109.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531041.json
First 4 Figures,First 4 Figures,5531042,5060316626894,Sonic the Hedgehog - Sonic Adventure,SNADST,31.5,67.49,89.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531042.json
