DS#,Vendor,Product Name,Lifecycle,Amazon,Walmart 1P,Walmart 3P,TikTok Shop,Best Buy,NocNoc,Shopify (Face2FaceFun),Toys R Us,eBay,Target Plus,Open Cases,Channels Live
5531160,First 4 Figures,FiGGYZ - Metal Gear Solid 2 - Solidus Snake,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531161,First 4 Figures,FiGGYZ - Metal Gear Solid 2 - Revolver Ocelot,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531162,First 4 Figures,FiGGYZ - Persona 3 Reload - Protagonist,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531163,First 4 Figures,FiGGYZ - Persona 3 Reload - Yukari Takeba,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531164,First 4 Figures,FiGGYZ - Persona 3 Reload - Junpei Iori,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531165,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Modern) - Sonic,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531166,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Modern) - Tails,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531167,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Modern) - Shadow,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531168,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Modern) - Silver,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531169,First 4 Figures,FiGGYZ - Metal Gear Solid 3 - Naked Snake,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531170,First 4 Figures,FiGGYZ - Metal Gear Solid 3 - Big Boss (Grave Salute),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531171,First 4 Figures,FiGGYZ - Metal Gear Solid 3 - The Boss,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531172,First 4 Figures,FiGGYZ - Metal Gear Solid 3 - Young Ocelot,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531173,First 4 Figures,FiGGYZ - Castlevania Symphony of the Night - Alucard,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531174,First 4 Figures,FiGGYZ - Castlevania Symphony of the Night - Dracula,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531175,First 4 Figures,FiGGYZ - Castlevania Symphony of the Night - Richter,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531176,First 4 Figures,FiGGYZ - Mega Man - Mega Man,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531177,First 4 Figures,FiGGYZ - Mega Man - Proto Man,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531178,First 4 Figures,FiGGYZ - Mega Man - Bass,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531179,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Joey Wheeler,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531180,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Red-Eyes B. Dragon,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531181,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Jinzo,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531182,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Time Wizard,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531183,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Yami Marik,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531184,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Obelisk the Tormentor,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531185,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - Slifer the Sky Dragon,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531186,First 4 Figures,FiGGYZ - Yu-Gi-Oh! - The Winged Dragon of Ra,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531187,First 4 Figures,FiGGYZ - Frieren: Beyond Journey's End - Freiren (Battle Pose),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531188,First 4 Figures,FiGGYZ - Frieren: Beyond Journey's End - Fern (Battle Pose),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531189,First 4 Figures,FiGGYZ - Frieren: Beyond Journey's End - Stark (Battle Pose),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531190,First 4 Figures,FiGGYZ - Frieren: Beyond Journey's End - Sein (Battle pose),active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531191,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Modern) - Super Sonic,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531192,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Modern) - Knuckles,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531193,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Modern) - Metal Sonic,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531194,First 4 Figures,FiGGYZ - Sonic the Hedgehog (Modern) - Dr. Eggman,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531195,First 4 Figures,FiGGYZ - Golden Axe - Ax Battler,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531196,First 4 Figures,FiGGYZ - Golden Axe - Tyris Flare,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531197,First 4 Figures,FiGGYZ - Golden Axe - Gilius Thunderhead,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531198,First 4 Figures,FiGGYZ - Golden Axe - Death Adder,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531203,First 4 Figures,FiGGYZ - Streets of Rage - Axel Stone,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531204,First 4 Figures,FiGGYZ - Streets of Rage - Blaze Fielding,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531205,First 4 Figures,FiGGYZ - Streets of Rage - Adam Hunter,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531206,First 4 Figures,FiGGYZ - Streets of Rage - Mr. X,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531207,First 4 Figures,FiGGYZ - Cowboy Bebop - Vicious,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531208,First 4 Figures,FiGGYZ - Cowboy Bebop - Julia,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531209,First 4 Figures,FiGGYZ - Cowboy Bebop - Gren,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531210,First 4 Figures,FiGGYZ - Cowboy Bebop - Andy,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531211,First 4 Figures,FiGGYZ - Catherine  - Vincent Brooks,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531212,First 4 Figures,FiGGYZ - Catherine  - Rin,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531213,First 4 Figures,FiGGYZ - Catherine  - Katherine Mcbride,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531214,First 4 Figures,FiGGYZ - Catherine  - Catherine,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531215,First 4 Figures,FiGGYZ - Persona 3 Reload - Akihiko Sanada,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531216,First 4 Figures,FiGGYZ - Persona 3 Reload - Mitsuru Kirijo,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531217,First 4 Figures,FiGGYZ - Persona 3 Reload - Fuuka Yamagishi,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531218,First 4 Figures,FiGGYZ - Persona 5 - Skull,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531219,First 4 Figures,FiGGYZ - Persona 5 - Queen,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531220,First 4 Figures,FiGGYZ - Persona 5 - Fox,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531225,First 4 Figures,FiGGYZ - Banjo-Kazooie - Mumbo Jumbo,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531226,First 4 Figures,FiGGYZ - Banjo-Kazooie - Jinjos,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531227,First 4 Figures,FiGGYZ - Banjo-Kazooie - Bottles,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531525,Headstart Inc,Disney Toddler Winnie the Pooh Hunny Pot Shape Sorter,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531526,Headstart Inc,Disney Toddler Winnie the Pooh Stacking Cups,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531527,Headstart Inc,Disney Toddler Real Feels Winnie the Pooh Plush,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531528,Headstart Inc,Disney Toddler Winnie the Pooh Learning Bundle – Real Feels Plush & Stacking Cups,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531529,Headstart Inc,Disney Toddler Winnie the Pooh Hunny Pot Walker,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531530,Headstart Inc,Disney Toddler Stitch Ring Stacker,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531531,Headstart Inc,Disney Toddler Stitch Shake It Up Feature Plush,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531532,Headstart Inc,Disney Toddler Stitch Learning Bundle – Sensory Plush & Ring Stacker,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531533,Headstart Inc,Toy Story Push N Play Vehicles,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531534,Headstart Inc,Toy Story Buzz Lightyear Feature Plush with Projector Light,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531535,Headstart Inc,Disney Toddler Mickey Mouse Shape O’Clock Learning Toy,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531536,Headstart Inc,Disney Toddler Learn & Play Mickey Mouse Plush,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531537,Headstart Inc,Disney Toddler Learn & Play Minnie Mouse Plush,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531541,Headstart Inc,"Mermaid Magic 9"" Doll - Merlinda",active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531542,Headstart Inc,"Mermaid Magic 9"" Doll - Sasha",active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531543,Headstart Inc,"Mermaid Magic 9"" Doll - Nerissa",active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531544,Headstart Inc,"Mermaid Magic  9"" Warrior Transformation Doll  - Merlinda",active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531545,Headstart Inc,"Mermaid Magic  9"" Warrior Transformation Doll  - Sasha",active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531546,Headstart Inc,"Mermaid Magic  9"" Warrior Transformation Doll - Nerissa",active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531547,Headstart Inc,Mermaid Magic Light Up Musical Necklace,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531548,Headstart Inc,Mermaid Magic Accessory Set - Merlinda,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
5531421,Smartivity,Food Body & Nutrition,active,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,not_listed,0,0
